# ============================================================
# 台灣加權股價報酬指數（發行量加權股價報酬指數）歷史資料
# ============================================================
#
# 【概念說明】
# 台灣有兩個主要指數：
#   1. 加權指數（Price Index，^TWII）：只反映股價漲跌，不含股利
#   2. 加權報酬指數（Total Return Index，本檔案）：股價漲跌 + 股利自動再投入
#
# 差異範例（2024年）：
#   加權指數 2023年底→2024年底：17,930 → 23,395，漲幅 +30.5%（不含息）
#   報酬指數 2023年底→2024年底：38,641 → 50,903，漲幅 +31.7%（含息）
#   差距 ≈ +1.2%，即 2024 年股利貢獻約 1.2%
#
# 【為何用報酬指數而非加權指數？】
# 投資人實際持有 ETF（如 0050）時，配息可以再投入繼續複利滾動。
# 報酬指數才是真實的「持有並再投入」的長期報酬。
# 用加權指數（不含息）計算滾動報酬，會低估實際年化報酬約 2~3%。
#
# 【資料來源】
# 台灣證券交易所（TWSE）官方 API
# URL: https://www.twse.com.tw/rwd/zh/TAIEX/MFI94U?response=json&date=YYYYMMDD
# 抓取時間：2026-05-31
# 資料範圍：2003-01-02 ~ 2026-05-29（每個交易日收盤值）
#
# 【欄位說明】
# date              : 日期（YYYY-MM-DD，西元）
# tr_index          : 發行量加權股價報酬指數收盤值
# year_end_flag     : Y = 該年最後一個交易日（用於計算年化報酬）
# annual_return_pct : 相對前一年最後交易日的報酬率（%），含股利再投入
# ============================================================
date,tr_index,year_end_flag,annual_return_pct
2005-10-17,6394.71,,
2005-10-18,6399.67,,
2005-10-19,6249.77,,
2005-10-20,6308.87,,
2005-10-21,6298.72,,
2005-10-24,6275.17,,
2005-10-25,6279.60,,
2005-10-26,6257.09,,
2005-10-27,6213.69,,
2005-10-28,6182.73,,
2005-10-31,6326.87,,
2005-11-01,6364.31,,
2005-11-02,6443.29,,
2005-11-03,6429.73,,
2005-11-04,6488.71,,
2005-11-07,6432.34,,
2005-11-08,6420.53,,
2005-11-09,6553.81,,
2005-11-10,6572.82,,
2005-11-11,6668.19,,
2005-11-14,6677.35,,
2005-11-15,6619.32,,
2005-11-16,6636.29,,
2005-11-17,6608.61,,
2005-11-18,6702.79,,
2005-11-21,6699.14,,
2005-11-22,6650.59,,
2005-11-23,6721.23,,
2005-11-24,6708.47,,
2005-11-25,6726.38,,
2005-11-28,6809.39,,
2005-11-29,6738.79,,
2005-11-30,6808.99,,
2005-12-01,6783.03,,
2005-12-02,6836.96,,
2005-12-05,6967.97,,
2005-12-06,6970.39,,
2005-12-07,6947.35,,
2005-12-08,6859.18,,
2005-12-09,6875.82,,
2005-12-12,6877.95,,
2005-12-13,6872.34,,
2005-12-14,6843.99,,
2005-12-15,6869.36,,
2005-12-16,6970.58,,
2005-12-19,7059.20,,
2005-12-20,7055.27,,
2005-12-21,7103.61,,
2005-12-22,7043.59,,
2005-12-23,7148.49,,
2005-12-26,7172.80,,
2005-12-27,7169.31,,
2005-12-28,7161.42,,
2005-12-29,7217.54,,
2005-12-30,7187.69,Y,10.94
2006-01-02,7092.99,,
2006-01-03,7235.36,,
2006-01-04,7262.44,,
2006-01-05,7365.00,,
2006-01-06,7348.47,,
2006-01-09,7400.69,,
2006-01-10,7362.28,,
2006-01-11,7393.55,,
2006-01-12,7382.27,,
2006-01-13,7334.78,,
2006-01-16,7380.70,,
2006-01-17,7366.28,,
2006-01-18,7133.45,,
2006-01-19,7148.13,,
2006-01-20,7119.96,,
2006-01-23,7005.08,,
2006-01-24,7081.88,,
2006-01-25,7169.96,,
2006-02-03,7238.47,,
2006-02-06,7376.07,,
2006-02-07,7376.20,,
2006-02-08,7270.87,,
2006-02-09,7277.47,,
2006-02-10,7238.82,,
2006-02-13,7203.01,,
2006-02-14,7258.63,,
2006-02-15,7242.74,,
2006-02-16,7336.52,,
2006-02-17,7325.35,,
2006-02-20,7339.40,,
2006-02-21,7278.99,,
2006-02-22,7168.34,,
2006-02-23,7106.85,,
2006-02-24,7176.59,,
2006-02-27,7202.28,,
2006-03-01,7259.09,,
2006-03-02,7291.55,,
2006-03-03,7193.53,,
2006-03-06,7217.82,,
2006-03-07,7128.22,,
2006-03-08,7090.26,,
2006-03-09,7119.79,,
2006-03-10,7124.40,,
2006-03-13,7183.62,,
2006-03-14,7090.74,,
2006-03-15,7155.16,,
2006-03-16,7140.10,,
2006-03-17,7165.99,,
2006-03-20,7152.76,,
2006-03-21,7088.57,,
2006-03-22,7015.27,,
2006-03-23,6986.01,,
2006-03-24,6999.20,,
2006-03-27,7048.85,,
2006-03-28,7083.98,,
2006-03-29,7132.47,,
2006-03-30,7185.19,,
2006-03-31,7259.73,,
2006-04-03,7311.09,,
2006-04-04,7316.40,,
2006-04-06,7420.92,,
2006-04-07,7444.10,,
2006-04-10,7442.67,,
2006-04-11,7416.92,,
2006-04-12,7473.25,,
2006-04-13,7525.11,,
2006-04-14,7631.36,,
2006-04-17,7683.55,,
2006-04-18,7671.88,,
2006-04-19,7726.02,,
2006-04-20,7796.22,,
2006-04-21,7785.59,,
2006-04-24,7788.86,,
2006-04-25,7749.24,,
2006-04-26,7868.93,,
2006-04-27,7832.96,,
2006-04-28,7872.00,,
2006-05-02,7902.54,,
2006-05-03,7949.49,,
2006-05-04,8062.18,,
2006-05-05,8090.05,,
2006-05-08,8203.78,,
2006-05-09,8110.37,,
2006-05-10,8039.86,,
2006-05-11,8080.19,,
2006-05-12,7989.65,,
2006-05-15,7877.02,,
2006-05-16,7760.18,,
2006-05-17,7811.69,,
2006-05-18,7721.62,,
2006-05-19,7765.66,,
2006-05-22,7616.48,,
2006-05-23,7512.99,,
2006-05-24,7549.25,,
2006-05-25,7532.61,,
2006-05-26,7552.21,,
2006-05-29,7551.52,,
2006-05-30,7516.47,,
2006-06-01,7545.03,,
2006-06-02,7640.32,,
2006-06-05,7372.05,,
2006-06-06,7388.52,,
2006-06-07,7259.50,,
2006-06-08,6951.25,,
2006-06-09,7075.10,,
2006-06-12,7073.58,,
2006-06-13,6962.88,,
2006-06-14,7107.76,,
2006-06-15,7061.75,,
2006-06-16,7228.56,,
2006-06-19,7236.56,,
2006-06-20,7022.50,,
2006-06-21,6952.85,,
2006-06-22,7158.80,,
2006-06-23,7122.55,,
2006-06-26,7201.73,,
2006-06-27,7256.56,,
2006-06-28,7222.54,,
2006-06-29,7299.02,,
2006-06-30,7406.68,,
2006-07-03,7422.82,,
2006-07-04,7443.03,,
2006-07-05,7373.22,,
2006-07-06,7376.61,,
2006-07-07,7378.61,,
2006-07-10,7403.56,,
2006-07-11,7364.36,,
2006-07-12,7360.18,,
2006-07-13,7295.53,,
2006-07-14,7140.77,,
2006-07-17,6952.55,,
2006-07-18,7004.40,,
2006-07-19,6997.04,,
2006-07-20,7195.13,,
2006-07-21,7169.42,,
2006-07-24,7104.49,,
2006-07-25,7161.35,,
2006-07-26,7166.49,,
2006-07-27,7262.52,,
2006-07-28,7288.26,,
2006-07-31,7260.48,,
2006-08-01,7263.98,,
2006-08-02,7312.58,,
2006-08-03,7313.03,,
2006-08-04,7291.55,,
2006-08-07,7266.14,,
2006-08-08,7370.27,,
2006-08-09,7454.19,,
2006-08-10,7481.92,,
2006-08-11,7474.43,,
2006-08-14,7524.54,,
2006-08-15,7529.13,,
2006-08-16,7623.59,,
2006-08-17,7675.58,,
2006-08-18,7662.14,,
2006-08-21,7418.51,,
2006-08-22,7515.91,,
2006-08-23,7477.51,,
2006-08-24,7476.85,,
2006-08-25,7451.15,,
2006-08-28,7358.15,,
2006-08-29,7398.41,,
2006-08-30,7521.04,,
2006-08-31,7550.08,,
2006-09-01,7595.79,,
2006-09-04,7709.54,,
2006-09-05,7691.43,,
2006-09-06,7638.64,,
2006-09-07,7635.45,,
2006-09-08,7644.58,,
2006-09-11,7645.87,,
2006-09-12,7568.23,,
2006-09-13,7613.17,,
2006-09-14,7539.60,,
2006-09-15,7633.80,,
2006-09-18,7867.13,,
2006-09-19,7866.52,,
2006-09-20,7861.97,,
2006-09-21,7875.82,,
2006-09-22,7871.14,,
2006-09-25,7900.41,,
2006-09-26,7889.60,,
2006-09-27,7940.49,,
2006-09-28,7870.61,,
2006-09-29,7868.25,,
2006-10-02,7957.37,,
2006-10-03,7952.72,,
2006-10-04,7859.47,,
2006-10-05,7999.33,,
2006-10-11,8010.10,,
2006-10-12,7984.85,,
2006-10-13,8081.13,,
2006-10-14,8090.34,,
2006-10-16,8175.60,,
2006-10-17,8088.39,,
2006-10-18,8022.62,,
2006-10-19,7997.75,,
2006-10-20,8047.53,,
2006-10-23,8048.59,,
2006-10-24,8113.94,,
2006-10-25,8071.04,,
2006-10-26,8095.06,,
2006-10-27,8101.81,,
2006-10-30,7997.15,,
2006-10-31,8027.01,,
2006-11-01,8018.63,,
2006-11-02,8091.96,,
2006-11-03,8187.43,,
2006-11-06,8140.36,,
2006-11-07,8213.77,,
2006-11-08,8206.55,,
2006-11-09,8175.45,,
2006-11-10,8201.82,,
2006-11-13,8158.22,,
2006-11-14,8235.93,,
2006-11-15,8273.45,,
2006-11-16,8297.03,,
2006-11-17,8299.38,,
2006-11-20,8301.60,,
2006-11-21,8356.72,,
2006-11-22,8401.40,,
2006-11-23,8442.46,,
2006-11-24,8491.24,,
2006-11-27,8572.17,,
2006-11-28,8511.34,,
2006-11-29,8544.78,,
2006-11-30,8651.70,,
2006-12-01,8704.13,,
2006-12-04,8742.35,,
2006-12-05,8699.93,,
2006-12-06,8795.31,,
2006-12-07,8787.52,,
2006-12-08,8730.11,,
2006-12-11,8702.47,,
2006-12-12,8526.92,,
2006-12-13,8517.51,,
2006-12-14,8551.93,,
2006-12-15,8618.71,,
2006-12-18,8716.80,,
2006-12-19,8687.38,,
2006-12-20,8743.93,,
2006-12-21,8712.60,,
2006-12-22,8748.65,,
2006-12-25,8742.17,,
2006-12-26,8834.52,,
2006-12-27,8840.91,,
2006-12-28,8840.63,,
2006-12-29,8944.43,Y,24.44
2007-01-02,9055.41,,
2007-01-03,9051.41,,
2007-01-04,9071.09,,
2007-01-05,8957.97,,
2007-01-08,8844.95,,
2007-01-09,8905.89,,
2007-01-10,8801.28,,
2007-01-11,8709.87,,
2007-01-12,8873.54,,
2007-01-15,8898.44,,
2007-01-16,8908.25,,
2007-01-17,8956.15,,
2007-01-18,9026.12,,
2007-01-19,8963.13,,
2007-01-22,8965.86,,
2007-01-23,8977.17,,
2007-01-24,9072.26,,
2007-01-25,9058.81,,
2007-01-26,8941.68,,
2007-01-29,8862.19,,
2007-01-30,8848.61,,
2007-01-31,8802.58,,
2007-02-01,8804.75,,
2007-02-02,8891.05,,
2007-02-05,8898.00,,
2007-02-06,9003.91,,
2007-02-07,8974.54,,
2007-02-08,8965.58,,
2007-02-09,8985.36,,
2007-02-12,8890.29,,
2007-02-13,8845.09,,
2007-02-14,8928.11,,
2007-02-26,9031.86,,
2007-02-27,9033.88,,
2007-03-01,8778.60,,
2007-03-02,8769.56,,
2007-03-03,8723.13,,
2007-03-05,8396.63,,
2007-03-06,8518.38,,
2007-03-07,8552.49,,
2007-03-08,8658.79,,
2007-03-09,8652.30,,
2007-03-12,8721.98,,
2007-03-13,8784.69,,
2007-03-14,8654.67,,
2007-03-15,8798.36,,
2007-03-16,8825.62,,
2007-03-19,8845.81,,
2007-03-20,8844.37,,
2007-03-21,8868.18,,
2007-03-22,8944.37,,
2007-03-23,8985.12,,
2007-03-26,9006.27,,
2007-03-27,8968.94,,
2007-03-28,8903.75,,
2007-03-29,8972.56,,
2007-03-30,9013.81,,
2007-04-02,9014.47,,
2007-04-03,9069.26,,
2007-04-04,9151.23,,
2007-04-09,9210.61,,
2007-04-10,9201.28,,
2007-04-11,9242.50,,
2007-04-12,9231.93,,
2007-04-13,9148.59,,
2007-04-14,9197.54,,
2007-04-16,9195.73,,
2007-04-17,9099.41,,
2007-04-18,9149.74,,
2007-04-19,9018.63,,
2007-04-20,9080.41,,
2007-04-23,9157.91,,
2007-04-24,9197.41,,
2007-04-25,9128.41,,
2007-04-26,9146.00,,
2007-04-27,9088.13,,
2007-04-30,9003.53,,
2007-05-02,9035.11,,
2007-05-03,9062.11,,
2007-05-04,9221.48,,
2007-05-07,9277.74,,
2007-05-08,9255.53,,
2007-05-09,9206.20,,
2007-05-10,9256.69,,
2007-05-11,9182.01,,
2007-05-14,9180.90,,
2007-05-15,9117.41,,
2007-05-16,9132.89,,
2007-05-17,9189.35,,
2007-05-18,9185.19,,
2007-05-21,9308.04,,
2007-05-22,9362.28,,
2007-05-23,9400.20,,
2007-05-24,9394.05,,
2007-05-25,9329.52,,
2007-05-28,9325.92,,
2007-05-29,9354.12,,
2007-05-30,9315.08,,
2007-05-31,9312.34,,
2007-06-01,9432.33,,
2007-06-04,9483.66,,
2007-06-05,9494.18,,
2007-06-06,9506.41,,
2007-06-07,9552.80,,
2007-06-08,9526.19,,
2007-06-11,9570.09,,
2007-06-12,9606.10,,
2007-06-13,9578.70,,
2007-06-14,9698.44,,
2007-06-15,9839.88,,
2007-06-20,10068.45,,
2007-06-21,10178.96,,
2007-06-22,10172.70,,
2007-06-23,10134.22,,
2007-06-25,10279.43,,
2007-06-26,10194.98,,
2007-06-27,10183.42,,
2007-06-28,10239.63,,
2007-06-29,10228.66,,
2007-07-02,10296.83,,
2007-07-03,10376.97,,
2007-07-04,10462.04,,
2007-07-05,10562.59,,
2007-07-06,10609.09,,
2007-07-09,10819.44,,
2007-07-10,10844.28,,
2007-07-11,10758.76,,
2007-07-12,10842.35,,
2007-07-13,10977.98,,
2007-07-16,10921.03,,
2007-07-17,11034.05,,
2007-07-18,11013.77,,
2007-07-19,11012.99,,
2007-07-20,11147.16,,
2007-07-23,11189.64,,
2007-07-24,11340.50,,
2007-07-25,11345.06,,
2007-07-26,11178.50,,
2007-07-27,10711.87,,
2007-07-30,10615.37,,
2007-07-31,10873.30,,
2007-08-01,10414.62,,
2007-08-02,10501.24,,
2007-08-03,10627.94,,
2007-08-06,10492.07,,
2007-08-07,10401.06,,
2007-08-08,10685.63,,
2007-08-09,10791.39,,
2007-08-10,10501.58,,
2007-08-13,10511.62,,
2007-08-14,10491.77,,
2007-08-15,10119.26,,
2007-08-16,9663.04,,
2007-08-17,9534.77,,
2007-08-20,10039.73,,
2007-08-21,9999.32,,
2007-08-22,10017.56,,
2007-08-23,10305.38,,
2007-08-24,10255.01,,
2007-08-27,10296.28,,
2007-08-28,10308.17,,
2007-08-29,10208.93,,
2007-08-30,10361.70,,
2007-08-31,10610.91,,
2007-09-03,10609.35,,
2007-09-04,10545.41,,
2007-09-05,10534.90,,
2007-09-06,10657.26,,
2007-09-07,10659.47,,
2007-09-10,10565.99,,
2007-09-11,10644.35,,
2007-09-12,10662.18,,
2007-09-13,10555.41,,
2007-09-14,10678.64,,
2007-09-17,10523.01,,
2007-09-19,10554.40,,
2007-09-20,10621.84,,
2007-09-21,10768.53,,
2007-09-26,10948.52,,
2007-09-27,11133.24,,
2007-09-28,11131.63,,
2007-09-29,11208.00,,
2007-10-01,11222.16,,
2007-10-02,11381.85,,
2007-10-03,11472.82,,
2007-10-04,11386.85,,
2007-10-05,11374.87,,
2007-10-08,11493.26,,
2007-10-09,11401.78,,
2007-10-11,11470.21,,
2007-10-12,11232.23,,
2007-10-15,11258.51,,
2007-10-16,11346.06,,
2007-10-17,11310.33,,
2007-10-18,11398.93,,
2007-10-19,11368.95,,
2007-10-22,11071.95,,
2007-10-23,11239.63,,
2007-10-24,11168.93,,
2007-10-25,11317.84,,
2007-10-26,11392.65,,
2007-10-29,11603.63,,
2007-10-30,11542.18,,
2007-10-31,11487.10,,
2007-11-01,11353.28,,
2007-11-02,10968.69,,
2007-11-05,11010.69,,
2007-11-06,10992.00,,
2007-11-07,11000.78,,
2007-11-08,10571.83,,
2007-11-09,10611.26,,
2007-11-12,10256.04,,
2007-11-13,10322.99,,
2007-11-14,10578.16,,
2007-11-15,10533.78,,
2007-11-16,10367.47,,
2007-11-19,10267.99,,
2007-11-20,10268.16,,
2007-11-21,10035.44,,
2007-11-22,10053.64,,
2007-11-23,9867.72,,
2007-11-26,10087.90,,
2007-11-27,9907.42,,
2007-11-28,9789.73,,
2007-11-29,9991.73,,
2007-11-30,10156.58,,
2007-12-03,10153.55,,
2007-12-04,10233.69,,
2007-12-05,10264.05,,
2007-12-06,10284.71,,
2007-12-07,10317.80,,
2007-12-10,10170.69,,
2007-12-11,10218.37,,
2007-12-12,10043.90,,
2007-12-13,9685.62,,
2007-12-14,9602.96,,
2007-12-17,9263.19,,
2007-12-18,9235.44,,
2007-12-19,9480.21,,
2007-12-20,9294.22,,
2007-12-21,9394.01,,
2007-12-24,9623.54,,
2007-12-25,9660.91,,
2007-12-26,9648.28,,
2007-12-27,9834.39,,
2007-12-28,9932.84,,
2007-12-31,10062.16,Y,12.50
2008-01-02,9845.42,,
2008-01-03,9681.17,,
2008-01-04,9724.82,,
2008-01-07,9325.32,,
2008-01-08,9419.41,,
2008-01-09,9563.90,,
2008-01-10,9531.03,,
2008-01-11,9497.95,,
2008-01-14,9668.41,,
2008-01-15,9970.57,,
2008-01-16,9675.66,,
2008-01-17,9583.50,,
2008-01-18,9681.71,,
2008-01-21,9593.64,,
2008-01-22,8968.78,,
2008-01-23,8763.48,,
2008-01-24,8892.00,,
2008-01-25,9155.24,,
2008-01-28,8855.02,,
2008-01-29,8962.22,,
2008-01-30,8923.28,,
2008-01-31,8896.82,,
2008-02-01,9077.64,,
2008-02-12,8934.87,,
2008-02-13,8931.62,,
2008-02-14,9303.92,,
2008-02-15,9317.04,,
2008-02-18,9334.23,,
2008-02-19,9492.16,,
2008-02-20,9338.45,,
2008-02-21,9564.93,,
2008-02-22,9591.87,,
2008-02-25,9801.96,,
2008-02-26,9827.23,,
2008-02-27,10009.88,,
2008-02-29,9951.54,,
2008-03-03,9774.24,,
2008-03-04,10019.38,,
2008-03-05,10035.75,,
2008-03-06,10242.39,,
2008-03-07,10091.86,,
2008-03-10,9817.41,,
2008-03-11,9914.68,,
2008-03-12,9978.20,,
2008-03-13,9712.86,,
2008-03-14,9654.20,,
2008-03-17,9469.74,,
2008-03-18,9531.68,,
2008-03-19,9675.44,,
2008-03-20,9862.66,,
2008-03-21,10084.30,,
2008-03-24,10486.91,,
2008-03-25,10403.80,,
2008-03-26,10371.78,,
2008-03-27,10180.07,,
2008-03-28,10200.80,,
2008-03-31,10140.60,,
2008-04-01,9959.77,,
2008-04-02,10179.32,,
2008-04-03,10168.70,,
2008-04-07,10326.56,,
2008-04-08,10259.20,,
2008-04-09,10253.39,,
2008-04-10,10444.39,,
2008-04-11,10539.23,,
2008-04-14,10519.24,,
2008-04-15,10557.21,,
2008-04-16,10724.32,,
2008-04-17,10753.16,,
2008-04-18,10734.14,,
2008-04-21,10744.76,,
2008-04-22,10690.26,,
2008-04-23,10656.23,,
2008-04-24,10634.76,,
2008-04-25,10584.48,,
2008-04-28,10740.35,,
2008-04-29,10518.13,,
2008-04-30,10551.47,,
2008-05-02,10603.17,,
2008-05-05,10453.46,,
2008-05-06,10477.48,,
2008-05-07,10559.06,,
2008-05-08,10488.41,,
2008-05-09,10400.61,,
2008-05-12,10445.15,,
2008-05-13,10633.81,,
2008-05-14,10667.99,,
2008-05-15,10832.12,,
2008-05-16,10879.71,,
2008-05-19,10995.39,,
2008-05-20,10727.91,,
2008-05-21,10664.84,,
2008-05-22,10655.92,,
2008-05-23,10450.96,,
2008-05-26,10300.85,,
2008-05-27,10384.32,,
2008-05-28,10251.05,,
2008-05-29,10273.75,,
2008-05-30,10195.86,,
2008-06-02,10320.53,,
2008-06-03,10148.96,,
2008-06-04,10206.18,,
2008-06-05,10337.09,,
2008-06-06,10345.23,,
2008-06-09,10159.05,,
2008-06-10,9901.21,,
2008-06-11,9873.22,,
2008-06-12,9538.54,,
2008-06-13,9589.79,,
2008-06-16,9665.74,,
2008-06-17,9703.74,,
2008-06-18,9751.49,,
2008-06-19,9550.14,,
2008-06-20,9377.82,,
2008-06-23,9347.43,,
2008-06-24,9183.22,,
2008-06-25,9341.25,,
2008-06-26,9290.20,,
2008-06-27,8977.50,,
2008-06-30,8947.68,,
2008-07-01,8815.70,,
2008-07-02,8786.49,,
2008-07-03,8843.71,,
2008-07-04,8647.72,,
2008-07-07,8784.09,,
2008-07-08,8457.04,,
2008-07-09,8456.96,,
2008-07-10,8497.62,,
2008-07-11,8703.19,,
2008-07-14,8607.81,,
2008-07-15,8234.10,,
2008-07-16,8133.16,,
2008-07-17,8462.26,,
2008-07-18,8270.43,,
2008-07-21,8601.31,,
2008-07-22,8585.46,,
2008-07-23,8884.67,,
2008-07-24,8988.56,,
2008-07-25,8830.33,,
2008-07-29,8575.77,,
2008-07-30,8648.44,,
2008-07-31,8604.98,,
2008-08-01,8580.11,,
2008-08-04,8550.44,,
2008-08-05,8354.34,,
2008-08-06,8626.51,,
2008-08-07,8629.74,,
2008-08-08,8867.23,,
2008-08-11,9012.30,,
2008-08-12,8986.13,,
2008-08-13,8993.53,,
2008-08-14,9042.60,,
2008-08-15,8884.94,,
2008-08-18,8643.91,,
2008-08-19,8620.35,,
2008-08-20,8698.68,,
2008-08-21,8555.09,,
2008-08-22,8548.18,,
2008-08-25,8703.07,,
2008-08-26,8624.82,,
2008-08-27,8769.15,,
2008-08-28,8711.51,,
2008-08-29,8733.88,,
2008-09-01,8445.30,,
2008-09-02,8305.89,,
2008-09-03,8163.48,,
2008-09-04,7954.26,,
2008-09-05,7824.88,,
2008-09-08,8261.01,,
2008-09-09,7971.31,,
2008-09-10,8012.68,,
2008-09-11,7757.26,,
2008-09-12,7830.33,,
2008-09-15,7510.76,,
2008-09-16,7154.17,,
2008-09-17,7209.74,,
2008-09-18,7013.18,,
2008-09-19,7421.54,,
2008-09-22,7596.37,,
2008-09-23,7685.43,,
2008-09-24,7624.09,,
2008-09-25,7534.86,,
2008-09-26,7371.75,,
2008-09-30,7110.57,,
2008-10-01,7166.19,,
2008-10-02,7091.23,,
2008-10-03,7139.36,,
2008-10-06,6845.28,,
2008-10-07,6869.06,,
2008-10-08,6474.41,,
2008-10-09,6380.29,,
2008-10-13,6243.16,,
2008-10-14,6580.37,,
2008-10-15,6524.03,,
2008-10-16,6312.41,,
2008-10-17,6188.21,,
2008-10-20,6152.58,,
2008-10-21,6166.15,,
2008-10-22,6066.19,,
2008-10-23,5901.63,,
2008-10-24,5713.39,,
2008-10-27,5448.55,,
2008-10-28,5489.85,,
2008-10-29,5498.02,,
2008-10-30,5843.77,,
2008-10-31,6077.13,,
2008-11-03,6232.33,,
2008-11-04,6229.36,,
2008-11-05,6211.42,,
2008-11-06,5856.91,,
2008-11-07,5917.06,,
2008-11-10,5914.48,,
2008-11-11,5787.60,,
2008-11-12,5758.89,,
2008-11-13,5537.13,,
2008-11-14,5555.67,,
2008-11-17,5539.59,,
2008-11-18,5371.62,,
2008-11-19,5345.31,,
2008-11-20,5103.05,,
2008-11-21,5204.32,,
2008-11-24,5191.15,,
2008-11-25,5323.34,,
2008-11-26,5329.97,,
2008-11-27,5556.99,,
2008-11-28,5565.40,,
2008-12-01,5637.69,,
2008-12-02,5436.25,,
2008-12-03,5374.21,,
2008-12-04,5308.96,,
2008-12-05,5271.67,,
2008-12-08,5512.80,,
2008-12-09,5580.58,,
2008-12-10,5812.92,,
2008-12-11,5808.81,,
2008-12-12,5591.32,,
2008-12-15,5756.59,,
2008-12-16,5760.54,,
2008-12-17,5799.38,,
2008-12-18,5857.76,,
2008-12-19,5857.41,,
2008-12-22,5659.04,,
2008-12-23,5497.24,,
2008-12-24,5518.73,,
2008-12-25,5506.70,,
2008-12-26,5521.22,,
2008-12-29,5510.09,,
2008-12-30,5725.79,,
2008-12-31,5728.51,Y,-43.07
2009-01-05,5862.14,,
2009-01-06,5898.25,,
2009-01-07,5976.34,,
2009-01-08,5659.35,,
2009-01-09,5618.12,,
2009-01-10,5574.18,,
2009-01-12,5557.18,,
2009-01-13,5655.08,,
2009-01-14,5641.48,,
2009-01-15,5391.07,,
2009-01-16,5432.16,,
2009-01-17,5447.63,,
2009-01-19,5448.46,,
2009-01-20,5293.55,,
2009-01-21,5300.24,,
2009-02-02,5315.22,,
2009-02-03,5456.00,,
2009-02-04,5477.42,,
2009-02-05,5444.07,,
2009-02-06,5578.83,,
2009-02-09,5607.95,,
2009-02-10,5647.26,,
2009-02-11,5709.45,,
2009-02-12,5572.80,,
2009-02-13,5730.11,,
2009-02-16,5728.56,,
2009-02-17,5604.44,,
2009-02-18,5612.66,,
2009-02-19,5650.72,,
2009-02-20,5536.01,,
2009-02-23,5586.97,,
2009-02-24,5527.58,,
2009-02-25,5606.89,,
2009-02-26,5637.86,,
2009-02-27,5686.01,,
2009-03-02,5522.15,,
2009-03-03,5534.02,,
2009-03-04,5666.37,,
2009-03-05,5785.88,,
2009-03-06,5806.38,,
2009-03-09,5774.70,,
2009-03-10,5828.09,,
2009-03-11,5939.05,,
2009-03-12,5932.43,,
2009-03-13,6110.52,,
2009-03-16,6202.77,,
2009-03-17,6290.19,,
2009-03-18,6297.87,,
2009-03-19,6283.39,,
2009-03-20,6190.66,,
2009-03-23,6393.50,,
2009-03-24,6540.72,,
2009-03-25,6670.73,,
2009-03-26,6720.86,,
2009-03-27,6726.04,,
2009-03-30,6495.64,,
2009-03-31,6501.61,,
2009-04-01,6630.90,,
2009-04-02,6829.70,,
2009-04-03,6899.38,,
2009-04-06,6932.56,,
2009-04-07,6958.30,,
2009-04-08,6791.99,,
2009-04-09,7071.77,,
2009-04-10,7214.21,,
2009-04-13,7308.64,,
2009-04-14,7352.36,,
2009-04-15,7330.54,,
2009-04-16,7482.73,,
2009-04-17,7181.05,,
2009-04-20,7213.84,,
2009-04-21,7338.30,,
2009-04-22,7344.16,,
2009-04-23,7330.60,,
2009-04-24,7337.49,,
2009-04-27,7118.26,,
2009-04-28,6983.10,,
2009-04-29,7004.73,,
2009-04-30,7476.99,,
2009-05-04,7898.50,,
2009-05-05,7960.31,,
2009-05-06,8193.35,,
2009-05-07,8201.28,,
2009-05-08,8215.01,,
2009-05-11,8294.40,,
2009-05-12,8026.19,,
2009-05-13,8091.81,,
2009-05-14,7940.87,,
2009-05-15,8096.74,,
2009-05-18,8207.44,,
2009-05-19,8304.49,,
2009-05-20,8364.42,,
2009-05-21,8383.38,,
2009-05-22,8406.43,,
2009-05-25,8402.90,,
2009-05-26,8338.83,,
2009-05-27,8597.52,,
2009-06-01,8676.96,,
2009-06-02,8674.75,,
2009-06-03,8604.92,,
2009-06-04,8471.25,,
2009-06-05,8447.60,,
2009-06-06,8559.49,,
2009-06-08,8274.45,,
2009-06-09,8007.74,,
2009-06-10,8067.52,,
2009-06-11,8198.72,,
2009-06-12,8049.99,,
2009-06-15,7772.01,,
2009-06-16,7766.32,,
2009-06-17,7735.29,,
2009-06-18,7671.14,,
2009-06-19,7780.05,,
2009-06-22,7917.47,,
2009-06-23,7738.05,,
2009-06-24,7966.06,,
2009-06-25,8063.91,,
2009-06-26,8071.86,,
2009-06-29,7982.45,,
2009-06-30,8034.47,,
2009-07-01,8218.63,,
2009-07-02,8329.80,,
2009-07-03,8327.47,,
2009-07-06,8317.28,,
2009-07-07,8408.14,,
2009-07-08,8355.19,,
2009-07-09,8457.48,,
2009-07-10,8485.33,,
2009-07-13,8188.71,,
2009-07-14,8329.52,,
2009-07-15,8497.82,,
2009-07-16,8557.91,,
2009-07-17,8655.67,,
2009-07-20,8774.34,,
2009-07-21,8792.94,,
2009-07-22,8833.50,,
2009-07-23,8838.14,,
2009-07-24,8836.98,,
2009-07-27,8908.67,,
2009-07-28,9057.63,,
2009-07-29,8985.09,,
2009-07-30,8923.30,,
2009-07-31,8988.47,,
2009-08-03,8991.43,,
2009-08-04,8866.14,,
2009-08-05,8730.76,,
2009-08-06,8760.57,,
2009-08-10,8781.89,,
2009-08-11,8815.48,,
